gene,sample_A,sample_B,sample_C
AQU_0008600,16.823,79.498,16.927
AQU_0008601,72.031,48.832,91.69
AQU_0008602,54.214,64.181,5.873
AQU_0008603,3.382,84.67,94.519
AQU_0008604,66.822,76.434,41.239
AQU_0008605,84.254,23.143,70.717
AQU_0008606,0.914,50.573,37.32
AQU_0008607,61.784,66.675,61.652
AQU_0008608,48.32,48.785,0.661
AQU_0008630,55.164,1.185,52.942
AQU_0008631,27.474,97.748,1.714
AQU_0008632,81.316,67.403,80.617
AQU_0008633,90.977,10.702,9.631
AQU_0008956,14.89,19.193,52.646
AQU_0008957,81.521,26.732,39.69
AQU_0008958,37.305,40.603,56.5
AQU_0008959,99.023,22.586,68.404
AQU_0008960,84.787,65.374,85.822
AQU_0008961,75.959,9.35,37.926
AQU_0008962,55.27,5.611,0.945
AQU_0009283,17.138,49.986,43.391
AQU_0009482,78.438,56.586,85.796
AQU_0009483,9.536,52.816,4.255
AQU_0009542,21.142,86.812,88.755
AQU_0009702,47.55,4.656,7.435
AQU_0009782,92.558,89.931,56.351
AQU_0010003,3.29,92.877,31.448
AQU_0010103,96.147,58.704,75.225
AQU_0010217,71.271,39.83,7.694
AQU_0010218,16.245,24.047,83.465
AQU_0010325,38.916,89.653,33.173
AQU_0010430,75.561,13.995,98.848
AQU_0010431,72.416,50.079,97.432
AQU_0010441,5.37,43.709,83.867
AQU_0010461,34.059,76.901,95.486
AQU_0010477,39.67,77.355,2.963
AQU_0010566,27.333,99.259,49.06
AQU_0010594,35.581,94.114,43.185
AQU_0010742,67.969,66.067,8.569
AQU_0010743,61.862,79.806,71.311
AQU_0010763,8.204,15.422,71.168
AQU_0011390,63.39,73.966,31.668
AQU_0011391,10.655,0.52,30.827
AQU_0011392,35.992,26.977,13.251
AQU_0012109,18.739,44.884,55.474
AQU_0012373,40.804,2.626,35.391
AQU_0012399,9.306,59.804,32.443
AQU_0012499,38.524,29.185,38.78
AQU_0012500,8.47,90.114,90.521
AQU_0012559,97.817,57.196,16.958
AQU_0012560,38.073,13.884,30.113
AQU_0012561,49.312,6.327,43.468
AQU_0012562,42.11,48.423,7.692
AQU_0012563,25.17,24.659,62.503
AQU_0012626,59.381,19.555,10.697
AQU_0012627,30.466,94.882,33.222
AQU_0012906,62.019,80.408,32.954
AQU_0013248,33.474,81.548,85.951
AQU_0013249,97.423,13.612,32.067
AQU_0013296,94.728,20.085,31.418
AQU_0013416,96.457,96.873,29.145
AQU_0013626,69.496,49.101,57.588
AQU_0013627,24.242,37.606,81.649
AQU_0013779,39.294,11.389,56.385
AQU_0013780,59.223,54.563,68.171
AQU_0013781,55.01,95.3,46.162
AQU_0013782,70.837,43.845,29.133
AQU_0013783,69.284,81.897,79.566
AQU_0013818,40.914,49.93,63.334
AQU_0013850,24.202,65.866,71.524
AQU_0013926,78.908,7.397,99.07
AQU_0014107,47.923,40.081,50.661
AQU_0014155,92.039,69.171,54.365
AQU_0014156,79.072,35.953,89.55
AQU_0014157,53.691,63.818,8.498
AQU_0014158,76.895,65.76,35.501
AQU_0014564,64.7,4.43,98.361
AQU_0014718,67.747,39.962,75.268
AQU_0014719,96.572,43.046,1.055
AQU_0014766,25.874,51.068,51.88
AQU_0015004,58.052,57.524,44.578
AQU_0015005,39.113,77.234,58.859
AQU_0015006,50.047,34.497,2.456
AQU_0015007,10.455,41.598,96.173
AQU_0015008,11.607,94.068,14.168
AQU_0015009,31.189,45.533,20.687
AQU_0015112,48.293,47.616,43.817
AQU_0015660,69.676,31.891,30.026
AQU_0015661,81.019,11.509,84.918
AQU_0015669,64.797,67.714,16.435
AQU_0015670,98.39,24.391,17.445
AQU_0015671,16.014,55.985,95.846
AQU_0015672,23.186,40.505,18.445
AQU_0015673,64.048,43.213,2.919
AQU_0015674,61.411,19.732,59.22
AQU_0015780,38.884,70.474,20.578
AQU_0016254,75.233,80.873,6.256
AQU_0016307,10.175,87.198,18.696
AQU_0016308,32.598,45.755,26.235
AQU_0016309,86.264,52.772,63.911
AQU_0016342,59.697,61.131,58.7
AQU_0016789,34.792,84.552,61.736
AQU_0016905,81.374,70.599,29.744
AQU_0017195,61.448,8.475,13.395
AQU_0017196,11.786,30.538,18.304
AQU_0017197,69.344,51.082,41.824
AQU_0017198,13.787,38.371,18.575
AQU_0017367,63.55,69.343,64.526
AQU_0017577,99.99,55.491,48.964
AQU_0018340,14.03,31.458,45.1
AQU_0018341,5.361,35.904,0.958
AQU_0018342,13.653,81.522,96.383
AQU_0018365,50.544,49.497,68.47
AQU_0018367,41.563,83.989,48.87
AQU_0018368,8.267,3.086,76.106
AQU_0018659,29.209,27.485,53.761
AQU_0018871,16.821,45.732,74.252
AQU_0018963,76.592,54.973,11.321
AQU_0018964,11.421,77.511,82.328
AQU_0019011,36.686,82.261,4.161
AQU_0019549,71.898,54.635,98.978
AQU_0019550,10.242,83.007,75.135
AQU_0019551,29.771,99.931,44.973
AQU_0019552,34.858,81.673,43.907
AQU_0019553,99.396,77.563,23.695
AQU_0019554,81.07,58.792,35.063
AQU_0019555,71.075,63.277,16.598
AQU_0019556,13.923,20.662,20.694
AQU_0019569,5.936,35.082,28.109
AQU_0019898,53.877,32.365,70.405
AQU_0019931,28.933,26.734,85.802
AQU_0019932,98.549,67.93,9.523
AQU_0020097,96.277,78.569,91.877
AQU_0020199,99.249,86.705,12.689
AQU_0020299,86.608,24.968,71.139
AQU_0020685,82.848,76.147,67.623
AQU_0020704,48.946,57.743,26.872
AQU_0020705,41.423,45.199,63.363
AQU_0020829,88.013,9.309,51.561
AQU_0020848,27.823,93.634,36.907
AQU_0021156,95.025,32.729,0.247
AQU_0021219,77.414,73.272,73.093
AQU_0021220,45.845,66.414,35.822
AQU_0021221,6.333,53.442,21.783
AQU_0021222,42.964,21.185,26.854
AQU_0021294,82.834,33.776,57.793
AQU_0021390,56.614,48.534,34.374
AQU_0021391,68.255,4.841,9.957
AQU_0021728,78.389,45.958,12.424
AQU_0021754,85.765,44.129,0.068
AQU_0021916,95.803,20.232,68.859
AQU_0022360,13.191,65.0,15.898
AQU_0022361,93.273,27.402,65.459
AQU_0022418,25.039,37.184,90.38
AQU_0022537,16.553,39.634,30.551
AQU_0022568,69.944,23.414,65.549
AQU_0022621,70.37,0.109,47.681
AQU_0022665,13.27,22.619,67.998
AQU_0022727,0.929,69.56,81.711
AQU_0022778,98.815,42.231,13.218
AQU_0022828,7.083,38.307,73.076
AQU_0022829,10.243,31.335,88.099
AQU_0022830,13.713,77.346,75.316
AQU_0022831,13.315,99.294,14.285
AQU_0022832,53.051,0.847,65.002
AQU_0023137,44.01,72.243,62.808
AQU_0023138,15.137,41.171,68.657
AQU_0023497,85.996,8.669,10.047
AQU_0023687,75.245,58.957,38.403
AQU_0023688,96.325,31.45,13.983
AQU_0023711,27.697,8.425,55.34
AQU_0023737,60.001,60.759,77.897
AQU_0023818,69.048,84.789,65.841
AQU_0023933,30.165,51.775,50.952
AQU_0023934,74.784,29.554,5.457
AQU_0024347,89.791,95.467,49.489
AQU_0024374,11.274,49.958,59.393
AQU_0024700,52.829,97.77,98.688
AQU_0024906,93.392,13.198,86.081
AQU_0024974,56.838,36.541,68.294
AQU_0024977,76.273,95.445,77.037
AQU_0024978,1.669,6.753,26.219
AQU_0024979,3.983,6.047,78.929
AQU_0025121,50.661,62.857,50.105
AQU_0025122,41.543,70.181,8.243
AQU_0025314,53.656,61.605,27.747
AQU_0025315,30.991,51.13,20.32
AQU_0025418,80.806,53.639,39.073
AQU_0025612,63.429,83.453,68.106
AQU_0025613,6.612,69.868,72.996
AQU_0025656,84.647,5.791,8.621
AQU_0025742,43.448,45.337,60.883
AQU_0025743,30.929,74.169,74.066
AQU_0025815,11.944,70.79,70.15
AQU_0026138,16.383,95.302,52.301
AQU_0026157,78.299,72.077,16.696
AQU_0026295,12.693,78.112,26.876
AQU_0026296,88.641,77.143,2.936
AQU_0026297,80.711,27.198,6.387
AQU_0026298,71.232,57.665,7.707
AQU_0026516,45.52,36.012,49.961
AQU_0026924,56.689,36.769,25.512
AQU_0026931,10.29,57.391,72.278
AQU_0027063,22.84,50.882,4.404
AQU_0027360,86.293,24.455,47.176
AQU_0027406,38.298,15.008,93.116
AQU_0027489,85.749,55.286,91.395
AQU_0027529,74.067,41.937,32.18
AQU_0027624,41.626,72.029,27.126
AQU_0027625,7.789,37.281,50.204
AQU_0027654,90.194,17.934,80.434
AQU_0027755,98.141,95.408,6.893
AQU_0028089,46.509,28.231,84.485
AQU_0028090,32.73,55.309,0.797
AQU_0028091,20.067,56.381,30.391
AQU_0028207,62.272,46.393,59.169
AQU_0028223,49.336,77.261,19.542
AQU_0028228,90.044,76.048,24.513
AQU_0028284,0.638,41.004,23.3
AQU_0028322,34.642,83.957,87.72
AQU_0028323,95.099,0.146,65.73
AQU_0028642,84.901,72.722,10.395
AQU_0028746,52.981,23.817,49.203
AQU_0028747,5.99,99.696,71.165
AQU_0028825,9.303,92.127,89.729
AQU_0028918,51.976,70.085,37.249
AQU_0029156,97.455,8.49,9.558
AQU_0029157,13.351,81.996,7.483
AQU_0029291,56.782,43.498,96.422
AQU_0029292,23.677,26.099,31.501
AQU_0029293,80.082,70.073,73.535
AQU_0029294,31.806,27.196,7.469
AQU_0029462,20.271,77.994,58.471
AQU_0029709,15.541,16.437,46.606
AQU_0029710,40.651,53.592,96.463
AQU_0029711,20.764,30.831,26.501
AQU_0029712,11.991,15.762,68.605
AQU_0029713,82.639,69.688,4.033
AQU_0029714,83.592,32.779,9.121
AQU_0029939,24.822,35.574,51.346
AQU_0029955,67.718,26.017,99.068
AQU_0029956,3.108,40.439,45.22
AQU_0030070,74.808,24.985,46.204
AQU_0030183,80.39,13.979,1.196
AQU_0030184,83.037,98.257,13.072
AQU_0030185,82.367,37.224,63.03
AQU_0030186,64.469,58.232,25.882
AQU_0030585,81.275,2.18,6.447
AQU_0030926,90.25,44.343,12.879
AQU_0030927,90.508,82.936,33.155
AQU_0030928,4.27,46.099,16.799
AQU_0031039,57.388,82.169,39.5
AQU_0031040,2.948,68.321,17.281
AQU_0031041,21.472,18.715,27.985
AQU_0031123,88.342,3.465,61.918
AQU_0031589,24.578,29.511,41.199
AQU_0031590,55.069,6.098,27.978
AQU_0031941,13.724,19.946,88.465
AQU_0032107,52.581,63.075,80.217
AQU_0032171,79.485,98.94,78.192
AQU_0032195,35.911,54.452,48.468
AQU_0032368,91.268,50.239,38.838
AQU_0032397,17.982,31.888,21.902
AQU_0032398,89.576,77.854,5.859
AQU_0032399,99.153,52.943,76.684
AQU_0032400,99.961,97.398,10.013
AQU_0032496,65.686,26.653,81.629
AQU_0032601,91.726,5.591,99.639
AQU_0032602,21.941,84.651,79.739
AQU_0032711,35.48,83.922,84.522
AQU_0032718,17.61,59.252,80.621
AQU_0032745,69.763,91.398,2.821
AQU_0032873,70.056,94.756,56.361
AQU_0032971,56.311,18.823,98.801
AQU_0032972,88.163,49.223,30.905
AQU_0032973,49.044,9.026,23.262
AQU_0032974,21.881,52.645,0.068
AQU_0033152,91.79,20.146,13.049
AQU_0033153,71.694,91.878,84.428
AQU_0033154,32.359,2.191,58.661
AQU_0033236,91.722,77.437,84.648
AQU_0033251,86.067,96.056,37.359
AQU_0033252,94.192,39.56,10.103
AQU_0033253,30.177,13.645,15.75
AQU_0033647,94.869,79.184,96.066
AQU_0033809,64.918,17.42,96.874
AQU_0033810,69.356,92.885,78.699
AQU_0034030,22.324,58.895,17.535
AQU_0034565,30.682,68.85,12.735
AQU_0034566,72.883,94.879,94.87
AQU_0034567,39.16,99.428,96.518
AQU_0034568,3.238,60.239,92.104
AQU_0034843,96.753,22.09,56.555
AQU_0034844,93.669,14.064,74.534
AQU_0034963,23.8,98.238,16.789
AQU_0035154,88.532,8.873,70.897
AQU_0035474,63.91,88.665,44.663
AQU_0035733,26.521,24.954,6.779
AQU_0035756,25.666,10.803,0.128
AQU_0035769,38.594,73.258,96.91
AQU_0036030,88.455,49.308,37.871
AQU_0036031,54.602,10.143,47.949
AQU_0036070,86.405,65.097,68.716
AQU_0036116,16.266,7.371,84.576
AQU_0036117,29.491,31.872,95.166
AQU_0036118,7.42,17.011,37.546
AQU_0036119,73.199,54.705,89.812
AQU_0036331,9.31,59.403,61.364
AQU_0036590,48.274,3.099,94.244
AQU_0036591,16.5,88.975,15.71
AQU_0036592,10.126,20.555,18.998
AQU_0036593,69.72,72.204,72.997
AQU_0036594,26.526,28.152,23.755
AQU_0036595,4.964,57.177,83.985
AQU_0036596,15.359,36.083,42.761
AQU_0036664,29.455,66.202,60.022
AQU_0036683,19.967,2.574,17.083
AQU_0036734,29.181,8.194,84.377
AQU_0037049,30.835,39.747,48.91
AQU_0037050,66.104,9.114,54.413
AQU_0037051,18.488,88.549,36.94
AQU_0037100,44.578,26.33,46.506
AQU_0037227,22.624,26.856,6.164
AQU_0037228,75.224,66.747,8.571
AQU_0037229,34.379,54.145,97.071
AQU_0037686,58.973,55.36,84.08
AQU_0037991,81.841,41.863,53.551
AQU_0038304,86.689,47.482,88.165
AQU_0038305,47.626,7.896,90.278
AQU_0038412,71.431,50.21,90.046
AQU_0039344,80.045,67.753,62.027
AQU_0039357,12.028,75.719,17.288
AQU_0039358,98.437,97.216,80.846
AQU_0039359,12.619,42.337,98.828
AQU_0039360,43.539,99.727,62.723
AQU_0039819,83.411,25.789,91.08
AQU_0039845,91.417,6.701,38.81
AQU_0039846,39.735,32.613,27.62
AQU_0039847,45.816,87.347,78.655
AQU_0039858,62.306,52.256,41.959
AQU_0039911,41.444,14.82,58.793
AQU_0039912,75.838,93.965,92.493
AQU_0039913,56.268,10.099,28.609
AQU_0039914,53.563,34.387,41.089
AQU_0039915,38.304,48.558,60.896
AQU_0039993,3.747,27.541,14.385
AQU_0040031,60.866,69.366,3.878
AQU_0040124,88.957,33.149,23.758
AQU_0040223,74.575,92.083,89.703
AQU_0040404,2.023,81.739,30.305
AQU_0040545,28.035,49.162,69.618
AQU_0040604,9.822,86.89,13.439
AQU_0040638,97.422,44.311,82.582
AQU_0040639,26.942,41.677,64.555
AQU_0040809,18.794,21.139,82.397
AQU_0040811,74.094,75.949,86.719
AQU_0040823,82.102,51.527,15.897
AQU_0040824,31.112,50.68,13.565
AQU_0040868,85.13,87.933,2.895
AQU_0041104,19.276,83.293,83.698
AQU_0041306,24.949,45.645,91.803
AQU_0041333,70.463,27.398,82.351
AQU_0041375,50.513,63.541,12.387
AQU_0041376,3.056,37.247,59.404
AQU_0041447,17.758,87.048,58.688
AQU_0041710,34.976,16.351,89.449
AQU_0041711,74.896,68.885,28.507
AQU_0041767,38.657,16.291,57.226
AQU_0042041,96.492,85.711,64.738
AQU_0042050,67.77,26.908,40.951
AQU_0042203,2.005,78.03,76.757
AQU_0042364,0.89,91.152,64.737
AQU_0042671,60.114,0.846,25.239
AQU_0042672,80.509,30.546,96.702
AQU_0042673,64.274,42.381,37.648
AQU_0043082,34.871,25.2,46.67
ARA_0000145,67.72,82.431,39.715
ARA_0000220,10.231,51.151,66.236
ARA_0000460,84.328,37.423,64.734
ARA_0000488,60.905,29.848,10.81
ARA_0000499,6.384,98.836,64.059
ARA_0000532,86.149,26.115,71.109
ARA_0000654,89.237,29.879,14.993
ARA_0000740,76.547,89.969,80.543
ARA_0000749,80.236,60.003,66.053
ARA_0000998,68.076,72.128,65.54
ARA_0001151,99.747,25.943,41.857
ARA_0001288,38.827,3.532,70.807
ARA_0001360,57.204,18.992,72.655
ARA_0001597,22.236,53.464,78.49
ARA_0001711,90.653,67.187,50.731
ARA_0001921,84.542,84.064,87.649
ARA_0002014,18.114,9.76,12.794
ARA_0002038,25.865,80.834,76.292
ARA_0002091,18.307,67.971,33.563
ARA_0002187,8.93,35.528,74.421
ARA_0002208,30.709,78.809,33.132
ARA_0002379,26.056,29.405,85.121
ARA_0002603,47.054,86.639,58.357
ARA_0002885,94.43,7.122,88.943
ARA_0002959,50.048,86.75,38.167
ARA_0002965,29.836,5.406,85.424
ARA_0003124,13.737,20.03,40.919
ARA_0003272,56.94,90.662,45.757
ARA_0003356,31.638,71.567,77.894
ARA_0003504,48.758,63.103,17.682
ARA_0003765,63.45,0.471,27.353
ARA_0003880,76.119,16.861,76.448
ARA_0003888,48.958,76.357,8.804
ARA_0003950,61.448,63.349,40.339
ARA_0004046,96.533,38.332,3.773
ARA_0004048,19.941,37.31,1.408
ARA_0004172,32.221,83.323,19.058
ARA_0004297,67.675,62.669,24.882
ARA_0004483,69.352,34.435,12.893
ARA_0004565,38.355,58.867,16.702
ARA_0004708,82.384,29.82,29.083
ARA_0004746,72.783,59.637,33.784
ARA_0004774,88.797,99.547,34.273
ARA_0004860,90.138,35.925,18.843
ARA_0004989,94.808,91.821,40.339
ARA_0005000,22.842,72.717,13.121
ARA_0005028,73.408,58.969,16.898
ARA_0005037,36.659,65.054,3.736
ARA_0005190,87.654,25.579,53.473
ARA_0005217,4.859,99.468,66.197
ARA_0005447,65.357,1.974,68.975
ARA_0005859,41.678,38.025,54.728
ARA_0006135,47.44,15.313,69.519
ARA_0006249,63.031,30.112,66.166
ARA_0006286,66.248,26.998,60.563
ARA_0006312,13.716,83.065,10.491
ARA_0006546,71.877,11.773,11.401
ARA_0006557,10.626,19.865,19.975
ARA_0006623,26.299,52.315,20.167
ARA_0006791,70.344,29.535,3.941
ARA_0006871,49.635,20.769,93.312
ARA_0006934,33.06,0.274,67.163
ARA_0006947,90.688,83.523,66.902
ARA_0007117,14.914,9.008,51.171
ARA_0007158,72.356,10.129,25.589
ARA_0007470,23.116,98.867,29.602
ARA_0007551,46.428,9.981,17.47
ARA_0007580,3.944,29.057,80.16
ARA_0007631,31.271,73.854,9.5
ARA_0007969,75.82,4.589,85.2
ARA_0008104,66.336,17.051,35.753
ARA_0008112,43.771,62.181,87.848
ARA_0008320,9.295,81.496,18.287
ARA_0008347,40.078,96.231,27.183
ARA_0008488,38.572,85.067,79.99
ARA_0008965,64.885,79.691,11.306
ARA_0008967,69.617,5.865,94.247
ARA_0009009,15.94,41.603,59.075
ARA_0009100,80.226,67.839,18.126
ARA_0009102,37.975,35.86,2.882
ARA_0009119,68.446,83.854,97.344
ARA_0009179,13.066,92.04,11.294
ARA_0009232,41.128,4.597,26.161
ARA_0009273,31.424,70.457,67.793
ARA_0009293,76.753,57.665,56.501
ARA_0009540,97.79,66.984,33.83
ARA_0009552,52.31,70.058,9.524
ARA_0009639,66.171,24.858,34.575
ARA_0009647,67.63,38.488,83.903
ARA_0009666,55.834,98.779,5.457
ARA_0009695,64.34,15.693,84.885
ARA_0009881,85.187,86.942,7.487
ARA_0009891,49.165,24.089,97.015
ARA_0009917,5.035,22.271,64.332
ARA_0009958,40.328,23.5,45.909
ARA_0010321,80.126,44.81,85.659
ARA_0010544,44.707,11.871,49.737
ARA_0010651,65.337,10.264,41.234
ARA_0010724,55.713,0.017,9.09
ARA_0010782,60.42,61.907,30.46
ARA_0010831,50.834,20.685,67.147
ARA_0010850,95.036,36.334,5.428
ARA_0011083,22.292,45.446,56.015
ARA_0011097,61.976,47.313,65.717
ARA_0011529,71.591,11.402,75.932
ARA_0011556,22.175,34.136,82.988
ARA_0011637,96.443,29.198,52.199
ARA_0011686,70.21,4.578,16.416
ARA_0011776,14.045,71.686,72.156
ARA_0011870,10.696,61.085,18.754
ARA_0011871,93.022,39.29,45.705
ARA_0011894,78.142,71.679,10.777
ARA_0012062,41.447,92.663,83.747
ARA_0012106,58.881,77.215,45.05
ARA_0012277,65.846,95.619,13.464
ARA_0012286,49.883,53.036,4.857
ARA_0012346,93.531,83.882,48.293
ARA_0012442,50.833,92.116,17.72
ARA_0012657,57.855,73.049,12.838
ARA_0012813,38.741,60.055,88.27
ARA_0012841,50.411,38.466,97.95
ARA_0012893,91.591,76.237,27.36
ARA_0012956,96.359,97.049,45.285
ARA_0012960,13.337,41.275,70.001
ARA_0012985,74.843,29.891,70.149
ARA_0013023,86.071,71.187,93.551
ARA_0013084,63.258,20.089,62.417
ARA_0013406,29.058,34.529,67.237
ARA_0013438,98.134,65.009,95.833
ARA_0013452,50.389,69.431,32.238
ARA_0013546,11.541,35.224,48.037
ARA_0013981,57.064,66.716,41.748
ARA_0014219,74.787,84.139,28.593
ARA_0014383,84.73,80.83,52.273
ARA_0014479,2.527,14.533,67.025
ARA_0014855,19.99,75.019,16.094
ARA_0014874,28.662,25.056,83.938
ARA_0015060,69.059,29.514,75.359
ARA_0015149,3.231,81.403,10.248
ARA_0015204,86.804,73.949,86.484
ARA_0015384,74.241,56.127,23.76
ARA_0015582,78.431,79.882,28.764
ARA_0015589,66.449,92.648,38.755
ARA_0015639,95.67,97.582,31.265
ARA_0015646,55.212,1.297,25.134
ARA_0015659,62.056,78.092,87.012
ARA_0015687,82.998,91.149,70.463
ARA_0015700,64.763,75.511,54.662
ARA_0015707,60.339,77.615,96.429
ARA_0015767,29.418,17.743,68.266
ARA_0015801,18.698,17.38,51.385
ARA_0015821,37.72,42.851,55.66
ARA_0015823,13.007,58.399,25.502
ARA_0015910,33.056,70.969,15.481
ARA_0016081,15.37,32.263,5.086
ARA_0016090,93.238,61.561,66.189
ARA_0016098,49.055,57.268,35.809
ARA_0016277,78.403,31.786,21.996
ARA_0016404,18.387,6.818,50.514
ARA_0016508,41.593,53.704,9.195
ARA_0016614,22.12,21.335,33.188
ARA_0016709,36.08,21.845,75.266
ARA_0016761,53.05,99.663,82.369
ARA_0016883,98.113,0.88,66.894
ARA_0017097,44.567,90.45,61.37
ARA_0017113,62.113,95.89,68.255
ARA_0017126,32.094,91.593,94.499
ARA_0017269,38.588,54.024,28.283
ARA_0017360,91.134,82.211,37.496
ARA_0017475,80.282,44.556,4.385
ARA_0017507,89.828,19.251,51.389
ARA_0017598,94.821,16.739,95.628
ARA_0017741,53.797,0.733,6.547
ARA_0017887,67.034,77.358,86.495
ARA_0018068,42.421,10.393,53.775
ARA_0018089,70.274,97.622,77.521
ARA_0018153,64.656,93.975,74.689
ARA_0018157,15.375,45.923,33.172
ARA_0018276,8.752,5.427,79.421
ARA_0018284,55.808,57.496,22.765
ARA_0018345,25.865,38.803,63.022
ARA_0018432,43.303,1.689,67.33
ARA_0018449,53.483,64.142,61.835
ARA_0018467,75.596,58.561,70.088
ARA_0018513,7.259,92.805,10.614
ARA_0018852,78.689,30.135,8.651
ARA_0018892,76.527,43.768,39.511
ARA_0018936,66.072,47.399,53.347
ARA_0019092,13.638,39.099,79.748
ARA_0019098,54.572,96.013,14.408
ARA_0019146,67.729,91.417,79.502
ARA_0019190,72.932,37.313,94.947
ARA_0019268,55.352,55.507,12.324
ARA_0019294,0.503,59.665,53.715
ARA_0019361,94.698,30.469,74.83
ARA_0019391,90.355,34.385,41.265
ARA_0019441,64.593,51.255,16.095
ARA_0019569,22.079,83.475,19.433
ARA_0019652,18.136,79.966,85.225
ARA_0019680,85.139,93.237,99.431
ARA_0019746,46.127,54.966,29.065
ARA_0019918,6.736,9.82,72.559
ARA_0020191,48.719,33.085,12.822
ARA_0020361,65.547,10.005,61.952
ARA_0020388,90.012,31.779,45.065
ARA_0020403,61.634,30.568,58.417
ARA_0020568,56.555,36.449,31.633
ARA_0020689,42.831,0.483,24.618
ARA_0020725,22.153,73.982,43.612
ARA_0020777,84.011,13.431,73.297
ARA_0021049,87.789,46.285,35.874
ARA_0021295,30.547,55.167,17.577
ARA_0021308,60.663,84.179,85.871
ARA_0021339,14.0,53.862,26.323
ARA_0021430,88.634,7.646,7.54
ARA_0021454,1.863,50.718,3.119
ARA_0021633,58.189,40.513,59.004
ARA_0021875,90.63,55.159,54.347
ARA_0021927,99.873,47.21,77.52
ARA_0022049,36.582,22.331,77.214
ARA_0022073,73.323,29.1,46.47
ARA_0022077,51.041,39.679,50.217
ARA_0022080,66.268,84.798,80.654
ARA_0022118,61.404,16.584,51.414
ARA_0022174,44.622,17.915,94.871
ARA_0022201,65.941,96.774,73.592
ARA_0022232,48.35,35.88,21.882
ARA_0022309,48.764,6.286,36.944
ARA_0022313,4.281,20.677,90.773
ARA_0022530,36.125,46.967,45.464
ARA_0022727,4.644,98.059,32.407
ARA_0022827,70.374,52.137,82.965
ARA_0022897,83.487,26.332,54.435
ARA_0022996,17.385,65.368,36.53
ARA_0023020,65.334,83.547,51.666
ARA_0023162,37.633,90.724,51.637
ARA_0023244,35.29,86.772,48.686
ARA_0023294,48.211,60.421,50.184
ARA_0023339,13.897,16.561,7.709
ARA_0023403,64.348,21.152,18.691
ARA_0023677,36.222,71.73,11.833
ARA_0023831,23.035,81.117,72.026
ARA_0024175,48.152,47.881,21.07
ARA_0024299,16.125,83.336,2.245
ARA_0024355,4.314,57.349,16.113
ARA_0024398,62.954,3.919,57.227
ARA_0024435,5.591,25.826,18.004
ARA_0024514,95.824,59.936,56.36
ARA_0024649,1.862,71.955,66.175
ARA_0024818,28.345,8.575,44.92
ARA_0024885,99.278,86.73,17.057
ARA_0024936,83.036,60.084,79.462
ARA_0025038,82.045,18.188,65.965
ARA_0025040,26.452,72.419,34.267
ARA_0025205,45.347,59.06,22.981
ARA_0025320,38.546,10.857,20.235
ARA_0025363,85.959,50.436,41.98
ARA_0025516,14.956,9.63,47.587
ARA_0025729,61.475,3.904,78.387
ARA_0026002,50.333,11.752,48.224
ARA_0026251,13.033,60.347,82.752
ARA_0026256,89.697,77.487,64.923
ARA_0026391,52.204,37.038,4.344
ARA_0026439,52.982,22.949,80.23
ARA_0026532,78.956,38.124,58.905
ARA_0026551,74.139,76.154,69.671
ARA_0026568,9.772,13.388,47.714
ARA_0026595,23.251,85.905,28.327
ARA_0026716,87.677,40.865,18.902
ARA_0026820,70.915,78.942,57.799
ARA_0026898,11.783,0.719,65.455
ARA_0026922,68.777,31.59,36.227
ARA_0026958,15.478,65.158,25.363
